ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_1,512.9933333333333,12.823333333333332,7.0,26.0,26760.18732508802,4217.141796294802,547.0,0.0,5143.0,1264.0,1321.0,60.0,18.0,40.0,8.0,3.4339999999999997
Gen_Data_100_2,719.8566666666666,18.0,6.0,26.0,26775.734682861,4417.0075055997995,70.0,9.0,4862.0,1643.0,1788.0,60.0,15.0,40.0,11.0,5.712
Gen_Data_100_3,350.265,8.754999999999999,5.0,29.0,29737.667964236833,4340.904519871062,437.0,18.0,5132.0,1471.0,1609.0,60.0,18.0,40.0,11.0,5.714
Gen_Data_100_4,468.33666666666664,11.71,7.0,24.0,24811.950197733877,4233.479557554696,295.0,0.0,4913.0,1433.0,1669.0,60.0,14.0,40.0,10.0,7.230999999999999
Gen_Data_100_5,628.93,15.726666666666667,12.0,23.0,23844.87115566125,4453.9514418057115,48.0,0.0,4887.0,1735.0,2042.0,60.0,14.0,40.0,9.0,8.833
Gen_Data_100_6,514.3766666666667,12.86,3.0,29.0,29726.54497354497,4046.8527656447827,429.0,0.0,4839.0,1328.0,1419.0,60.0,19.0,40.0,10.0,4.96
Gen_Data_100_7,495.8766666666667,12.396666666666667,10.0,26.0,26775.809572235055,4366.178684568353,94.0,2.0,4838.0,1470.0,1571.0,60.0,14.0,40.0,12.0,5.397000000000001
Gen_Data_100_8,683.8499999999999,17.096666666666668,10.0,24.0,24788.757939976687,4452.474823586144,53.0,0.0,4894.0,1624.0,1764.0,60.0,16.0,40.0,8.0,5.857
Gen_Data_100_9,456.7033333333334,11.416666666666666,5.0,31.0,31701.63527851459,4401.359877842622,328.0,0.0,5081.0,1370.0,1442.0,60.0,21.0,40.0,10.0,4.333
Gen_Data_100_10,701.3166666666666,17.533333333333335,10.0,24.0,24801.453073488145,4387.810140720421,458.0,0.0,5226.0,1571.0,1771.0,60.0,10.0,40.0,14.0,7.278
