ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_20_0.7_1_Run5,264.36,13.22,0,13,13070.0,1008.2140992510821,478,0,1529,126,126,0,0,20,13,0.0
Gen_Data_20_0.7_2_Run5,264.45,13.22,0,13,13070.0,1018.5712794747177,494,0,1558,113,113,0,0,20,13,0.0
Gen_Data_20_0.7_3_Run5,225.39,11.27,0,11,11090.0,1020.6901815026151,485,0,1561,183,183,0,0,20,11,0.0
Gen_Data_20_0.7_4_Run5,248.76,12.44,0,12,12080.0,963.9463785705938,652,0,1667,90,90,0,0,20,12,0.0
Gen_Data_20_0.7_5_Run5,283.2,14.16,0,14,14060.0,995.6096617508628,553,0,1591,175,175,0,0,20,14,0.0
Gen_Data_20_0.7_6_Run5,224.39,11.22,0,11,11090.0,1050.2744847477109,504,0,1606,228,228,0,0,20,11,0.0
Gen_Data_20_0.7_7_Run5,264.09,13.2,0,13,13070.0,915.8636926092103,430,0,1391,68,68,0,0,20,13,0.0
Gen_Data_20_0.7_8_Run5,229.18,11.46,0,11,11090.0,1027.4154786878219,453,0,1535,166,166,0,0,20,11,0.0
Gen_Data_20_0.7_9_Run5,209.46,10.47,0,10,10100.0,1080.6354703345232,581,0,1721,147,147,0,0,20,10,0.0
Gen_Data_20_0.7_10_Run5,267.99,13.4,0,13,13070.0,948.1526529167031,375,0,1368,157,157,0,0,20,13,0.0
