ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_20_0.7_1_Run3,305.05,14.15,0,14,14060.0,290.214390692914,1477,0,1800,90,90,0,0,20,14,0.0,0.0,112,20,734
Gen_Data_20_0.7_2_Run3,323.22,15.18,0,15,15050.0,300.868577481624,1474,0,1800,101,101,0,0,20,15,0.0,0.0,80,20,722
Gen_Data_20_0.7_3_Run3,322.6,15.17,0,15,15050.0,413.9451852710858,1360,0,1800,165,165,0,0,20,15,0.0,0.0,93,20,852
Gen_Data_20_0.7_4_Run3,345.12,16.18,0,16,16040.0,110.4008400600028,1669,0,1800,34,34,0,0,20,16,0.0,0.0,37,19,850
Gen_Data_20_0.7_5_Run3,280.25,13.15,0,13,13070.0,425.93494318255523,1338,0,1800,170,170,0,0,20,13,0.0,0.0,128,19,621
Gen_Data_20_0.7_6_Run3,284.68,13.22,0,13,13070.0,469.97761540812667,1293,0,1800,155,155,0,0,20,13,0.0,0.0,121,18,783
Gen_Data_20_0.7_7_Run3,365.09,17.16,0,17,17030.0,160.12392166101037,1622,0,1800,45,45,0,0,20,17,0.0,0.0,64,20,934
Gen_Data_20_0.7_8_Run3,287.1,13.41,0,13,13070.0,301.6776321489003,1462,0,1800,148,148,0,0,20,13,0.0,0.0,112,20,710
Gen_Data_20_0.7_9_Run3,346.23,16.2,0,16,16040.0,147.74895299696033,1633,0,1800,36,36,0,0,20,16,0.0,0.0,68,20,885
Gen_Data_20_0.7_10_Run3,344.24,16.13,0,16,16040.0,210.9690310464417,1569,0,1800,102,102,0,0,20,16,0.0,0.0,49,20,1014
