BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,1200.7359999999999,0.0,0.0,7.0,7144.375,1133.8845439398935,242.0,0.0,1442.0,323.0,345.0,0.0,7.0,20.0,0.0,5.0,1.1,147.0,0.0,0.0
Gen_Data_20_0.7_2,1200.7419999999997,0.0,0.0,6.0,6153.999999999996,846.1887333187075,98.0,0.0,1016.0,232.0,253.0,0.0,6.0,20.0,0.0,6.667,1.05,41.0,0.0,0.0
Gen_Data_20_0.7_3,1200.6619999999998,0.0,0.0,5.0,5184.436974789901,947.4785641007263,202.0,9.0,1227.0,310.0,455.0,0.0,5.0,20.0,0.0,10.714,7.25,71.0,0.0,0.0
Gen_Data_20_0.7_4,1200.654,0.0,0.0,5.0,5150.0,1076.233422861298,142.0,0.0,1294.0,208.0,208.0,0.0,5.0,20.0,0.0,0.0,0.0,225.0,0.0,0.0
Gen_Data_20_0.7_5,1200.672,0.0,0.0,7.0,7130.0,1090.3990615305104,83.0,0.0,1240.0,287.0,287.0,0.0,7.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0
Gen_Data_20_0.7_6,1200.6420000000003,0.0,0.0,5.0,5150.0,884.3245132660693,432.0,0.0,1393.0,299.0,299.0,0.0,5.0,20.0,0.0,0.0,0.0,167.0,0.0,0.0
Gen_Data_20_0.7_7,1200.69,0.0,0.0,6.0,6140.0,699.5750762235837,30.0,0.0,801.0,139.0,139.0,0.0,6.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0
Gen_Data_20_0.7_8,1200.5839999999998,0.0,0.0,6.0,6140.000000000002,1002.018272360558,121.0,0.0,1193.0,307.0,307.0,0.0,6.0,20.0,0.0,0.0,0.0,147.0,0.0,0.0
Gen_Data_20_0.7_9,1200.876,0.0,0.0,3.0,3182.8571428571413,1054.3455790222795,222.0,0.0,1367.0,288.0,324.0,0.0,3.0,20.0,0.0,4.0,1.8,156.0,0.0,0.0
Gen_Data_20_0.7_10,1200.666,0.0,0.0,6.0,6145.111111111142,895.1825326408325,37.0,0.0,1004.0,252.0,275.0,0.0,6.0,20.0,0.0,5.0,1.15,67.0,0.0,0.0
