ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_20_0.5_1_Run3,43.11,5.37,0,3,3175.223214285714,1031.2342069136553,414,0,1532,406,436,12,1,8,2,4.0,1.5,144,4,152
Gen_Data_20_0.5_2_Run3,63.66,7.93,0,3,3170.0,1145.6823396314167,394,0,1627,337,337,12,0,8,3,0.0,0.0,108,3,80
Gen_Data_20_0.5_3_Run3,43.27,5.39,1,3,3170.0,1251.9535913963996,249,0,1590,323,323,12,1,8,2,0.0,0.0,259,2,142
Gen_Data_20_0.5_4_Run3,62.64,7.81,0,6,6159.53488372093,914.849432429266,572,0,1561,342,426,12,3,8,3,6.667,4.2,58,1,63
Gen_Data_20_0.5_5_Run3,64.79,8.08,2,3,3191.5871094200393,1177.0519668172153,203,0,1472,344,444,12,0,8,3,12.0,5.0,158,0,0
Gen_Data_20_0.5_6_Run3,3.85,0.46,0,3,3183.549019607843,1071.447352071994,515,0,1676,373,441,12,3,8,0,8.571,3.4,231,1,43
Gen_Data_20_0.5_7_Run3,26.78,3.31,2,1,1190.0,1118.489195474281,191,0,1410,250,250,12,0,8,1,0.0,0.0,154,0,0
Gen_Data_20_0.5_8_Run3,45.49,5.64,2,2,2180.0,1195.8856892348076,266,0,1556,348,348,12,0,8,2,0.0,0.0,90,0,0
Gen_Data_20_0.5_9_Run3,24.16,3.0,0,3,3170.0,1113.0704781591594,383,0,1586,296,296,12,2,8,1,0.0,0.0,120,4,204
Gen_Data_20_0.5_10_Run3,42.82,5.33,0,5,5181.549525988885,954.6644042882883,563,0,1597,217,327,12,3,8,2,9.0,5.5,89,1,5
